ID,generated
TEST_0000,0.25736088
TEST_0001,0.28382915
TEST_0002,0.26011166
TEST_0003,0.30560827
TEST_0004,0.29118186
TEST_0005,0.32390064
TEST_0006,0.27338043
TEST_0007,0.3727386
TEST_0008,0.2984306
TEST_0009,0.26488382
TEST_0010,0.29687107
TEST_0011,0.26137757
TEST_0012,0.27206132
TEST_0013,0.29223356
TEST_0014,0.26892585
TEST_0015,0.2366515
TEST_0016,0.26406437
TEST_0017,0.33914286
TEST_0018,0.29354504
TEST_0019,0.27874416
TEST_0020,0.23180965
TEST_0021,0.28724638
TEST_0022,0.25974742
TEST_0023,0.24734315
TEST_0024,0.24696836
TEST_0025,0.23842084
TEST_0026,0.39043498
TEST_0027,0.32162791
TEST_0028,0.26430357
TEST_0029,0.26892138
TEST_0030,0.260987
TEST_0031,0.31347328
TEST_0032,0.3757514
TEST_0033,0.260733
TEST_0034,0.25113147
TEST_0035,0.2520498
TEST_0036,0.26144478
TEST_0037,0.27524066
TEST_0038,0.42101726
TEST_0039,0.25978437
TEST_0040,0.29161888
TEST_0041,0.27566338
TEST_0042,0.27473018
TEST_0043,0.30892482
TEST_0044,0.27401966
TEST_0045,0.2534423
TEST_0046,0.31671524
TEST_0047,0.37684235
TEST_0048,0.2850951
TEST_0049,0.46024537
TEST_0050,0.26217616
TEST_0051,0.58328354
TEST_0052,0.23818517
TEST_0053,0.7406342
TEST_0054,0.24279912
TEST_0055,0.25739852
TEST_0056,0.41593924
TEST_0057,0.29986876
TEST_0058,0.27900016
TEST_0059,0.24652234
TEST_0060,0.25578886
TEST_0061,0.26133096
TEST_0062,0.26642874
TEST_0063,0.26573423
TEST_0064,0.24984407
TEST_0065,0.28326398
TEST_0066,0.25312686
TEST_0067,0.23965578
TEST_0068,0.2792403
TEST_0069,0.27014017
TEST_0070,0.26346403
TEST_0071,0.26484334
TEST_0072,0.25057623
TEST_0073,0.2672685
TEST_0074,0.255702
TEST_0075,0.25745076
TEST_0076,0.25450522
TEST_0077,0.26135668
TEST_0078,0.26883093
TEST_0079,0.28524226
TEST_0080,0.26069447
TEST_0081,0.2568473
TEST_0082,0.28733426
TEST_0083,0.25644436
TEST_0084,0.25037387
TEST_0085,0.2825792
TEST_0086,0.24689916
TEST_0087,0.3005817
TEST_0088,0.41469806
TEST_0089,0.26851025
TEST_0090,0.49177638
TEST_0091,0.27285305
TEST_0092,0.27400383
TEST_0093,0.29159635
TEST_0094,0.35906458
TEST_0095,0.28431737
TEST_0096,0.25980562
TEST_0097,0.23247226
TEST_0098,0.25577173
TEST_0099,0.2733639
TEST_0100,0.2785836
TEST_0101,0.22710912
TEST_0102,0.2555874
TEST_0103,0.25314283
TEST_0104,0.23536325
TEST_0105,0.2818817
TEST_0106,0.3648623
TEST_0107,0.4097466
TEST_0108,0.2510335
TEST_0109,0.23609154
TEST_0110,0.25757426
TEST_0111,0.24734458
TEST_0112,0.27157953
TEST_0113,0.3274125
TEST_0114,0.27020705
TEST_0115,0.23264155
TEST_0116,0.28401273
TEST_0117,0.22890571
TEST_0118,0.26751688
TEST_0119,0.2534742
TEST_0120,0.2919753
TEST_0121,0.22958727
TEST_0122,0.3287701
TEST_0123,0.36072487
TEST_0124,0.2524341
TEST_0125,0.41731238
TEST_0126,0.27368164
TEST_0127,0.25234944
TEST_0128,0.2647077
TEST_0129,0.27955863
TEST_0130,0.24050446
TEST_0131,0.3961292
TEST_0132,0.28370494
TEST_0133,0.25371793
TEST_0134,0.25971144
TEST_0135,0.26104826
TEST_0136,0.25348008
TEST_0137,0.22822864
TEST_0138,0.2485336
TEST_0139,0.2341723
TEST_0140,0.2360317
TEST_0141,0.29083306
TEST_0142,0.3338519
TEST_0143,0.25432593
TEST_0144,0.24909255
TEST_0145,0.33414978
TEST_0146,0.2518193
TEST_0147,0.277832
TEST_0148,0.24638739
TEST_0149,0.61230296
TEST_0150,0.91937906
TEST_0151,0.5990995
TEST_0152,0.24567282
TEST_0153,0.49472278
TEST_0154,0.7526385
TEST_0155,0.34655586
TEST_0156,0.247219
TEST_0157,0.28144577
TEST_0158,0.26455015
TEST_0159,0.24731569
TEST_0160,0.23433419
TEST_0161,0.3096789
TEST_0162,0.2288398
TEST_0163,0.22088306
TEST_0164,0.22218482
TEST_0165,0.24209693
TEST_0166,0.28673956
TEST_0167,0.23539066
TEST_0168,0.24091634
TEST_0169,0.3081451
TEST_0170,0.2874319
TEST_0171,0.3527538
TEST_0172,0.64028823
TEST_0173,0.23217759
TEST_0174,0.5445392
TEST_0175,0.22091356
TEST_0176,0.2257005
TEST_0177,0.22195177
TEST_0178,0.24840006
TEST_0179,0.26302925
TEST_0180,0.2841591
TEST_0181,0.26725435
TEST_0182,0.28047952
TEST_0183,0.29994315
TEST_0184,0.2607153
TEST_0185,0.27261186
TEST_0186,0.23305432
TEST_0187,0.24689893
TEST_0188,0.25865212
TEST_0189,0.24515966
TEST_0190,0.2586769
TEST_0191,0.25089473
TEST_0192,0.30435142
TEST_0193,0.25422853
TEST_0194,0.28465405
TEST_0195,0.24525025
TEST_0196,0.23727402
TEST_0197,0.25019628
TEST_0198,0.25913137
TEST_0199,0.27998748
TEST_0200,0.21911144
TEST_0201,0.2696638
TEST_0202,0.28770086
TEST_0203,0.26195645
TEST_0204,0.29202545
TEST_0205,0.26946566
TEST_0206,0.27922344
TEST_0207,0.23947763
TEST_0208,0.24290259
TEST_0209,0.31725943
TEST_0210,0.24401137
TEST_0211,0.24384007
TEST_0212,0.30987304
TEST_0213,0.32504213
TEST_0214,0.27780917
TEST_0215,0.3751686
TEST_0216,0.2638468
TEST_0217,0.2755399
TEST_0218,0.22022891
TEST_0219,0.2639792
TEST_0220,0.23758085
TEST_0221,0.27094465
TEST_0222,0.27038616
TEST_0223,0.24378018
TEST_0224,0.26962894
TEST_0225,0.24973984
TEST_0226,0.27753478
TEST_0227,0.2785101
TEST_0228,0.32026434
TEST_0229,0.24138753
TEST_0230,0.24266279
TEST_0231,0.28196162
TEST_0232,0.34710914
TEST_0233,0.27291477
TEST_0234,0.24227718
TEST_0235,0.25266668
TEST_0236,0.29166102
TEST_0237,0.25505275
TEST_0238,0.2496132
TEST_0239,0.23961265
TEST_0240,0.28667837
TEST_0241,0.25574937
TEST_0242,0.2575554
TEST_0243,0.25816426
TEST_0244,0.27612674
TEST_0245,0.25338808
TEST_0246,0.2950759
TEST_0247,0.2841257
TEST_0248,0.32153773
TEST_0249,0.25384754
TEST_0250,0.27782583
TEST_0251,0.2757221
TEST_0252,0.27557856
TEST_0253,0.27641422
TEST_0254,0.29815352
TEST_0255,0.27257338
TEST_0256,0.27174333
TEST_0257,0.32575437
TEST_0258,0.27855608
TEST_0259,0.26681325
TEST_0260,0.2994267
TEST_0261,0.26226768
TEST_0262,0.2899248
TEST_0263,0.3122545
TEST_0264,0.32744622
TEST_0265,0.286596
TEST_0266,0.31699723
TEST_0267,0.24603863
TEST_0268,0.30746198
TEST_0269,0.2418526
TEST_0270,0.30069345
TEST_0271,0.24277194
TEST_0272,0.2606576
TEST_0273,0.26546308
TEST_0274,0.30161664
TEST_0275,0.40337548
TEST_0276,0.34624088
TEST_0277,0.24563849
TEST_0278,0.25524467
TEST_0279,0.3166322
TEST_0280,0.27638412
TEST_0281,0.23975463
TEST_0282,0.23673925
TEST_0283,0.2270995
TEST_0284,0.29643777
TEST_0285,0.4197866
TEST_0286,0.7789117
TEST_0287,0.26170054
TEST_0288,0.49206233
TEST_0289,0.4632422
TEST_0290,0.5814892
TEST_0291,0.28268534
TEST_0292,0.6671354
TEST_0293,0.34654468
TEST_0294,0.2605676
TEST_0295,0.2526222
TEST_0296,0.2815461
TEST_0297,0.24575615
TEST_0298,0.3568235
TEST_0299,0.8734418
TEST_0300,0.3974648
TEST_0301,0.8353548
TEST_0302,0.82672006
TEST_0303,0.34418157
TEST_0304,0.2492249
TEST_0305,0.34369665
TEST_0306,0.23975667
TEST_0307,0.9564072
TEST_0308,0.71000767
TEST_0309,0.75384325
TEST_0310,0.90659153
TEST_0311,0.5024384
TEST_0312,0.31570974
TEST_0313,0.58960086
TEST_0314,0.83004177
TEST_0315,0.60560673
TEST_0316,0.29089293
TEST_0317,0.66427976
TEST_0318,0.45084342
TEST_0319,0.26844245
TEST_0320,0.2703434
TEST_0321,0.6522919
TEST_0322,0.27020097
TEST_0323,0.23763327
TEST_0324,0.28270906
TEST_0325,0.24275084
TEST_0326,0.28449056
TEST_0327,0.40610284
TEST_0328,0.40267628
TEST_0329,0.32279518
TEST_0330,0.26254064
TEST_0331,0.23532394
TEST_0332,0.27042192
TEST_0333,0.2889974
TEST_0334,0.25613967
TEST_0335,0.24021962
TEST_0336,0.56166065
TEST_0337,0.2711507
TEST_0338,0.24594948
TEST_0339,0.25607428
TEST_0340,0.27881178
TEST_0341,0.4191884
TEST_0342,0.6095049
TEST_0343,0.49523288
TEST_0344,0.4733774
TEST_0345,0.62831426
TEST_0346,0.5862341
TEST_0347,0.40177995
TEST_0348,0.48258322
TEST_0349,0.652645
TEST_0350,0.741305
