ID,generated
TEST_0000,-2.8260627
TEST_0001,-2.6220832
TEST_0002,-2.7871642
TEST_0003,-2.014297
TEST_0004,-2.487915
TEST_0005,-2.363517
TEST_0006,-2.7515984
TEST_0007,-1.2053571
TEST_0008,-1.9672592
TEST_0009,-2.7526774
TEST_0010,-2.3829913
TEST_0011,-2.878305
TEST_0012,-2.7644205
TEST_0013,-2.2624927
TEST_0014,-2.712051
TEST_0015,-3.0340228
TEST_0016,-2.878519
TEST_0017,-2.092133
TEST_0018,-2.518758
TEST_0019,-2.5706573
TEST_0020,-3.0541353
TEST_0021,-2.4747975
TEST_0022,-2.7083232
TEST_0023,-2.8121796
TEST_0024,-2.8830364
TEST_0025,-2.9346435
TEST_0026,-0.82866067
TEST_0027,-2.0253878
TEST_0028,-2.7720542
TEST_0029,-2.6854217
TEST_0030,-2.7133243
TEST_0031,-1.8215234
TEST_0032,-1.5345049
TEST_0033,-2.756649
TEST_0034,-2.8751667
TEST_0035,-2.8769848
TEST_0036,-2.7198234
TEST_0037,-2.5567245
TEST_0038,-0.93068945
TEST_0039,-2.8284585
TEST_0040,-2.431234
TEST_0041,-2.5200236
TEST_0042,-2.5331404
TEST_0043,-1.9570687
TEST_0044,-2.6271057
TEST_0045,-2.975329
TEST_0046,-2.0771518
TEST_0047,-1.5299305
TEST_0048,-2.6856766
TEST_0049,0.21124539
TEST_0050,-2.7511716
TEST_0051,1.7676475
TEST_0052,-2.9707198
TEST_0053,3.452823
TEST_0054,-2.8929012
TEST_0055,-2.7601094
TEST_0056,-0.1128308
TEST_0057,-2.1634865
TEST_0058,-2.5790946
TEST_0059,-2.8788586
TEST_0060,-2.8479607
TEST_0061,-2.5994854
TEST_0062,-2.7087677
TEST_0063,-2.7263775
TEST_0064,-2.8850064
TEST_0065,-2.5509236
TEST_0066,-2.9364953
TEST_0067,-3.0029845
TEST_0068,-2.6047547
TEST_0069,-2.7393208
TEST_0070,-2.842218
TEST_0071,-2.7747607
TEST_0072,-2.9184844
TEST_0073,-2.7554708
TEST_0074,-2.8667874
TEST_0075,-2.7592032
TEST_0076,-2.8729126
TEST_0077,-2.7750669
TEST_0078,-2.5362153
TEST_0079,-2.447795
TEST_0080,-2.7239084
TEST_0081,-2.8782885
TEST_0082,-2.517606
TEST_0083,-2.9070308
TEST_0084,-2.7763638
TEST_0085,-2.5144906
TEST_0086,-2.8489196
TEST_0087,-2.1096122
TEST_0088,-0.21337965
TEST_0089,-2.636417
TEST_0090,0.866251
TEST_0091,-2.1284075
TEST_0092,-1.9131285
TEST_0093,-1.7067001
TEST_0094,-0.9829777
TEST_0095,-2.754226
TEST_0096,-2.7270896
TEST_0097,-3.1552598
TEST_0098,-2.855267
TEST_0099,-2.8031101
TEST_0100,-1.9584793
TEST_0101,-3.1248736
TEST_0102,-2.8948598
TEST_0103,-2.8344092
TEST_0104,-2.8945515
TEST_0105,-2.6086273
TEST_0106,-0.33157796
TEST_0107,-0.42114553
TEST_0108,-2.635467
TEST_0109,-3.0183616
TEST_0110,-2.7888515
TEST_0111,-2.8733702
TEST_0112,-2.85141
TEST_0113,-1.9934975
TEST_0114,-2.4299133
TEST_0115,-2.9499447
TEST_0116,-2.4566658
TEST_0117,-2.9369502
TEST_0118,-2.6723492
TEST_0119,-2.9077773
TEST_0120,-2.5714285
TEST_0121,-3.024395
TEST_0122,-1.97159
TEST_0123,-0.9847347
TEST_0124,-2.8635178
TEST_0125,-0.872728
TEST_0126,-2.519523
TEST_0127,-2.8100374
TEST_0128,-2.4931495
TEST_0129,-2.4931521
TEST_0130,-2.961099
TEST_0131,-0.7797014
TEST_0132,-2.6565204
TEST_0133,-2.9256907
TEST_0134,-2.6222205
TEST_0135,-2.7891088
TEST_0136,-2.8193805
TEST_0137,-3.068729
TEST_0138,-2.8176289
TEST_0139,-2.8892791
TEST_0140,-2.9531028
TEST_0141,-2.5639923
TEST_0142,-2.1475167
TEST_0143,-3.0063522
TEST_0144,-2.8776593
TEST_0145,-1.6444973
TEST_0146,-2.8758712
TEST_0147,-2.6605592
TEST_0148,-2.914933
TEST_0149,1.1976123
TEST_0150,7.18336
TEST_0151,1.9394478
TEST_0152,-2.8463185
TEST_0153,0.89472467
TEST_0154,3.2348666
TEST_0155,-1.4752182
TEST_0156,-2.7369685
TEST_0157,-2.680266
TEST_0158,-2.7347775
TEST_0159,-2.8941252
TEST_0160,-2.9252276
TEST_0161,-1.3870829
TEST_0162,-3.0550573
TEST_0163,-3.1146448
TEST_0164,-3.0877972
TEST_0165,-2.8690012
TEST_0166,-2.25458
TEST_0167,-2.9279482
TEST_0168,-2.9433005
TEST_0169,-1.1476152
TEST_0170,-1.300221
TEST_0171,-0.706876
TEST_0172,2.1627102
TEST_0173,-2.9921541
TEST_0174,0.4835989
TEST_0175,-2.8947585
TEST_0176,-3.0927033
TEST_0177,-3.2129624
TEST_0178,-2.9878485
TEST_0179,-2.8864903
TEST_0180,-2.4626381
TEST_0181,-2.705101
TEST_0182,-2.4452233
TEST_0183,-2.0099335
TEST_0184,-2.7147987
TEST_0185,-2.520802
TEST_0186,-3.0082793
TEST_0187,-2.9281344
TEST_0188,-2.6960833
TEST_0189,-2.8800433
TEST_0190,-2.8478336
TEST_0191,-2.887516
TEST_0192,-2.3296306
TEST_0193,-2.823241
TEST_0194,-2.3880668
TEST_0195,-2.872992
TEST_0196,-2.9635797
TEST_0197,-2.8055706
TEST_0198,-2.6120396
TEST_0199,-2.4906878
TEST_0200,-3.0950897
TEST_0201,-2.5482972
TEST_0202,-2.493653
TEST_0203,-2.7690554
TEST_0204,-2.3032005
TEST_0205,-2.6048186
TEST_0206,-2.4747152
TEST_0207,-2.9570308
TEST_0208,-2.7746918
TEST_0209,-2.2308016
TEST_0210,-2.955064
TEST_0211,-2.7681756
TEST_0212,-2.2882512
TEST_0213,-1.6451279
TEST_0214,-2.618951
TEST_0215,-1.2324289
TEST_0216,-2.8001702
TEST_0217,-2.4927576
TEST_0218,-3.0387254
TEST_0219,-2.682824
TEST_0220,-2.9473667
TEST_0221,-2.389524
TEST_0222,-2.830336
TEST_0223,-2.8586135
TEST_0224,-2.639957
TEST_0225,-2.8809047
TEST_0226,-2.491527
TEST_0227,-2.4626362
TEST_0228,-1.7348648
TEST_0229,-2.8971262
TEST_0230,-2.912328
TEST_0231,-2.4640472
TEST_0232,-1.3351667
TEST_0233,-2.5693517
TEST_0234,-2.9066606
TEST_0235,-2.7721848
TEST_0236,-2.4109302
TEST_0237,-2.9106889
TEST_0238,-2.93938
TEST_0239,-3.0374231
TEST_0240,-2.428215
TEST_0241,-2.8421931
TEST_0242,-2.8713064
TEST_0243,-2.7970152
TEST_0244,-2.716541
TEST_0245,-2.9305966
TEST_0246,-2.3030436
TEST_0247,-2.5498605
TEST_0248,-1.5200102
TEST_0249,-2.918179
TEST_0250,-2.5616364
TEST_0251,-2.6347935
TEST_0252,-2.7841678
TEST_0253,-2.813254
TEST_0254,-2.1707332
TEST_0255,-2.615649
TEST_0256,-2.6077096
TEST_0257,-1.9017197
TEST_0258,-2.7466056
TEST_0259,-2.8934739
TEST_0260,-2.3766406
TEST_0261,-2.8342223
TEST_0262,-2.5196366
TEST_0263,-1.8565006
TEST_0264,-1.979902
TEST_0265,-2.4153368
TEST_0266,-2.022863
TEST_0267,-2.8725777
TEST_0268,-1.9136282
TEST_0269,-2.999736
TEST_0270,-2.2268631
TEST_0271,-2.8576431
TEST_0272,-2.696612
TEST_0273,-2.6917052
TEST_0274,-2.0258937
TEST_0275,-0.67837965
TEST_0276,-0.52492565
TEST_0277,-2.8088832
TEST_0278,-2.7064323
TEST_0279,-2.061523
TEST_0280,-2.4732077
TEST_0281,-2.995934
TEST_0282,-2.9967575
TEST_0283,-3.0104249
TEST_0284,-2.3983338
TEST_0285,-0.67872125
TEST_0286,3.1944215
TEST_0287,-2.2520413
TEST_0288,0.5350207
TEST_0289,0.22601375
TEST_0290,1.8038566
TEST_0291,-2.0112412
TEST_0292,2.2817893
TEST_0293,-1.788127
TEST_0294,-2.7409637
TEST_0295,-2.9180803
TEST_0296,-2.3207135
TEST_0297,-2.9578536
TEST_0298,-1.1929376
TEST_0299,5.8914714
TEST_0300,-0.2666054
TEST_0301,6.4961557
TEST_0302,6.5911493
TEST_0303,-0.8204304
TEST_0304,-2.6272113
TEST_0305,-1.4438688
TEST_0306,-2.5034332
TEST_0307,8.947344
TEST_0308,3.159047
TEST_0309,4.1052527
TEST_0310,6.627909
TEST_0311,1.0025712
TEST_0312,-1.0085404
TEST_0313,1.5575808
TEST_0314,5.265363
TEST_0315,0.8581136
TEST_0316,-1.5660565
TEST_0317,2.4503713
TEST_0318,-0.548277
TEST_0319,-2.6657443
TEST_0320,-2.6668034
TEST_0321,2.0493157
TEST_0322,-2.7331142
TEST_0323,-2.8234253
TEST_0324,-2.4278638
TEST_0325,-2.8129725
TEST_0326,-2.3556576
TEST_0327,-0.4885086
TEST_0328,-1.0670065
TEST_0329,-1.7963158
TEST_0330,-2.6767437
TEST_0331,-2.9911308
TEST_0332,-2.7356577
TEST_0333,-2.328589
TEST_0334,-2.8801987
TEST_0335,-2.9126906
TEST_0336,0.7036582
TEST_0337,-2.7508473
TEST_0338,-2.927632
TEST_0339,-2.899917
TEST_0340,-2.5985336
TEST_0341,-0.42864084
TEST_0342,1.2624178
TEST_0343,-0.23804763
TEST_0344,-0.08267999
TEST_0345,2.273999
TEST_0346,1.1986221
TEST_0347,-0.06832285
TEST_0348,0.40781346
TEST_0349,1.9663475
TEST_0350,3.8529618
TEST_0351,1.1494578
TEST_0352,1.1862812
TEST_0353,-2.4298701
TEST_0354,-2.6137104
TEST_0355,-2.685433
TEST_0356,-1.2468588
TEST_0357,-2.9155526
TEST_0358,-2.9591327
TEST_0359,-2.1268554
TEST_0360,-2.4647808
TEST_0361,-2.0746255
TEST_0362,-2.895364
TEST_0363,-1.1409776
TEST_0364,-2.8245547
TEST_0365,-2.4978235
TEST_0366,-2.4724789
TEST_0367,-2.721608
TEST_0368,-2.893449
TEST_0369,-2.5645797
TEST_0370,-2.7390516
TEST_0371,-2.4372807
TEST_0372,-2.4426143
TEST_0373,-2.374638
TEST_0374,-2.6627247
TEST_0375,-2.0569835
TEST_0376,-1.5945957
TEST_0377,-2.8890948
TEST_0378,-2.7401814
TEST_0379,-3.1435246
TEST_0380,-1.4433529
TEST_0381,-1.8695526
TEST_0382,-1.9839748
TEST_0383,-1.7974695
TEST_0384,-1.9195051
TEST_0385,-1.5603428
TEST_0386,-3.0174766
TEST_0387,-2.6681366
TEST_0388,-2.898398
TEST_0389,-1.2671221
TEST_0390,-2.8671663
TEST_0391,-2.4392457
TEST_0392,-2.6916804
TEST_0393,-3.0410686
TEST_0394,-2.4516938
TEST_0395,3.2724824
TEST_0396,-2.1563563
TEST_0397,-2.0675545
TEST_0398,-2.7489932
TEST_0399,-2.4586785
TEST_0400,-1.7033043
TEST_0401,-2.780271
TEST_0402,-2.157983
TEST_0403,-2.3710067
TEST_0404,-2.2492228
TEST_0405,-2.5733476
TEST_0406,-2.0391717
TEST_0407,-2.7843056
TEST_0408,-2.5026505
TEST_0409,-2.4584742
TEST_0410,-2.7545881
TEST_0411,-2.7809002
TEST_0412,-2.633691
TEST_0413,-2.790588
TEST_0414,-2.4443238
TEST_0415,-2.9097064
TEST_0416,-2.7812028
TEST_0417,-2.0375023
TEST_0418,-2.4697125
TEST_0419,-2.915517
TEST_0420,-1.7119215
TEST_0421,-2.549813
TEST_0422,-2.3105311
TEST_0423,-2.3758025
TEST_0424,-2.9055972
TEST_0425,-2.0424473
TEST_0426,-2.8887544
TEST_0427,-2.8034244
TEST_0428,-2.730727
TEST_0429,-2.5871167
TEST_0430,-2.34457
TEST_0431,-2.8333583
TEST_0432,-2.8931746
TEST_0433,-2.5536397
TEST_0434,-2.7718258
TEST_0435,-1.8909327
TEST_0436,-1.2676094
TEST_0437,4.960393
TEST_0438,-2.1029308
TEST_0439,-0.66055274
TEST_0440,6.536869
TEST_0441,-2.1198468
TEST_0442,-2.741442
TEST_0443,-2.3862915
TEST_0444,-1.946419
TEST_0445,-2.6112354
TEST_0446,-1.9412975
TEST_0447,-1.51896
TEST_0448,0.8650818
TEST_0449,-1.5796949
TEST_0450,4.685672
TEST_0451,-2.7228312
TEST_0452,-2.3443713
TEST_0453,-1.1687751
TEST_0454,-0.6934692
TEST_0455,-1.3222992
TEST_0456,-2.937688
TEST_0457,-2.527657
TEST_0458,-2.7632072
TEST_0459,-2.876012
TEST_0460,-2.107921
TEST_0461,-2.5515485
TEST_0462,-2.2662082
TEST_0463,-3.0463388
TEST_0464,-2.4456506
TEST_0465,-2.8699524
TEST_0466,-1.6675383
TEST_0467,-2.965146
TEST_0468,-2.771993
TEST_0469,-2.8630424
TEST_0470,-1.3777602
TEST_0471,-2.967937
TEST_0472,-2.018662
TEST_0473,-2.5736694
TEST_0474,-1.9701526
TEST_0475,-2.8785539
TEST_0476,-2.8801541
TEST_0477,-2.8702781
TEST_0478,-2.666764
TEST_0479,-1.5346239
TEST_0480,-2.870515
TEST_0481,-1.8746078
TEST_0482,-2.331117
TEST_0483,-2.699508
TEST_0484,-0.4994318
TEST_0485,-2.6807704
TEST_0486,-2.5039926
TEST_0487,-2.7655578
TEST_0488,-2.5147977
TEST_0489,-2.3856444
TEST_0490,-2.3350792
TEST_0491,-2.8563461
TEST_0492,-1.5462539
TEST_0493,-2.073937
TEST_0494,-1.6445745
TEST_0495,-1.9869337
TEST_0496,-2.276742
TEST_0497,-2.927642
TEST_0498,-2.9266639
TEST_0499,-2.222531
TEST_0500,-2.311917
TEST_0501,-0.90388906
TEST_0502,-2.7802937
TEST_0503,-2.3617995
TEST_0504,-1.4966024
TEST_0505,-1.5428048
TEST_0506,-2.340987
