ID,generated
TEST_0000,-1.0830114
TEST_0001,-0.94920206
TEST_0002,-1.0419148
TEST_0003,-0.77129847
TEST_0004,-0.885404
TEST_0005,-0.86695975
TEST_0006,-1.0083175
TEST_0007,-0.54923314
TEST_0008,-0.85844433
TEST_0009,-1.080277
TEST_0010,-0.8755577
TEST_0011,-1.0601984
TEST_0012,-0.9671669
TEST_0013,-0.8576128
TEST_0014,-1.0429204
TEST_0015,-1.1579658
TEST_0016,-1.0732893
TEST_0017,-0.8028804
TEST_0018,-0.89610815
TEST_0019,-0.8831154
TEST_0020,-1.1338791
TEST_0021,-0.8286049
TEST_0022,-0.9467282
TEST_0023,-0.9867163
TEST_0024,-1.0901239
TEST_0025,-1.0079648
TEST_0026,-0.50006735
TEST_0027,-0.8069626
TEST_0028,-1.0238091
TEST_0029,-0.9118349
TEST_0030,-1.0380065
TEST_0031,-0.7016271
TEST_0032,-0.57969314
TEST_0033,-1.0522368
TEST_0034,-1.0759412
TEST_0035,-1.0726483
TEST_0036,-0.9911884
TEST_0037,-0.9265596
TEST_0038,-0.41995487
TEST_0039,-1.0869987
TEST_0040,-0.8279706
TEST_0041,-0.96166337
TEST_0042,-0.96410036
TEST_0043,-0.7406508
TEST_0044,-0.85086805
TEST_0045,-1.0985092
TEST_0046,-0.78712976
TEST_0047,-0.6570282
TEST_0048,-0.89116365
TEST_0049,-0.04689393
TEST_0050,-0.8959435
TEST_0051,0.09498227
TEST_0052,-1.0766289
TEST_0053,0.65142137
TEST_0054,-1.0107061
TEST_0055,-1.0258707
TEST_0056,-0.16191913
TEST_0057,-0.76107347
TEST_0058,-0.9150475
TEST_0059,-1.0641494
TEST_0060,-1.0859859
TEST_0061,-0.8885663
TEST_0062,-0.9951417
TEST_0063,-0.97791636
TEST_0064,-1.0955586
TEST_0065,-0.94485253
TEST_0066,-1.0958489
TEST_0067,-1.0979522
TEST_0068,-0.9686245
TEST_0069,-1.0341734
TEST_0070,-1.0464355
TEST_0071,-0.9617356
TEST_0072,-1.0769283
TEST_0073,-0.9394988
TEST_0074,-1.0370057
TEST_0075,-0.91975003
TEST_0076,-1.0581194
TEST_0077,-0.9641121
TEST_0078,-0.9164408
TEST_0079,-0.8956803
TEST_0080,-1.009484
TEST_0081,-1.088475
TEST_0082,-0.9078902
TEST_0083,-1.092719
TEST_0084,-0.9602593
TEST_0085,-0.87442577
TEST_0086,-0.8467617
TEST_0087,-0.51491743
TEST_0088,-0.09309554
TEST_0089,-0.9785269
TEST_0090,0.79013556
