ID,generated
TEST_0000,0.2686754
TEST_0001,0.29399437
TEST_0002,0.26871523
TEST_0003,0.31807032
TEST_0004,0.30425555
TEST_0005,0.34570858
TEST_0006,0.28396952
TEST_0007,0.39679387
TEST_0008,0.30971378
TEST_0009,0.27230793
TEST_0010,0.30634716
TEST_0011,0.27153125
TEST_0012,0.2842765
TEST_0013,0.29962426
TEST_0014,0.27359423
TEST_0015,0.23009643
TEST_0016,0.27785593
TEST_0017,0.3604232
TEST_0018,0.30112934
TEST_0019,0.28768003
TEST_0020,0.22519545
TEST_0021,0.2958679
TEST_0022,0.26260987
TEST_0023,0.23978677
TEST_0024,0.24726605
TEST_0025,0.23267908
TEST_0026,0.4313222
TEST_0027,0.33881554
TEST_0028,0.2723316
TEST_0029,0.27180433
TEST_0030,0.25980148
TEST_0031,0.3134895
TEST_0032,0.40981513
TEST_0033,0.2688863
TEST_0034,0.2562099
TEST_0035,0.25507608
TEST_0036,0.27080387
TEST_0037,0.2832239
TEST_0038,0.4663098
TEST_0039,0.26155692
TEST_0040,0.29860157
TEST_0041,0.28036565
TEST_0042,0.2805247
TEST_0043,0.32399097
TEST_0044,0.28083712
TEST_0045,0.26176757
TEST_0046,0.319161
TEST_0047,0.4174642
TEST_0048,0.30838412
TEST_0049,0.527238
TEST_0050,0.26920533
TEST_0051,0.6883871
TEST_0052,0.23656729
TEST_0053,0.84193754
TEST_0054,0.23935577
TEST_0055,0.26275784
TEST_0056,0.46992913
TEST_0057,0.3093181
TEST_0058,0.2937994
TEST_0059,0.24563184
TEST_0060,0.26156262
TEST_0061,0.2612841
TEST_0062,0.27054986
TEST_0063,0.26836413
TEST_0064,0.25257704
TEST_0065,0.29307634
TEST_0066,0.25944072
TEST_0067,0.23802201
TEST_0068,0.2880425
TEST_0069,0.2778012
TEST_0070,0.2729979
TEST_0071,0.2737894
TEST_0072,0.25656042
TEST_0073,0.27493912
TEST_0074,0.2635156
TEST_0075,0.26283628
TEST_0076,0.26364675
TEST_0077,0.27044174
TEST_0078,0.27281868
TEST_0079,0.2897893
TEST_0080,0.26874092
TEST_0081,0.26711798
TEST_0082,0.2946004
TEST_0083,0.26255283
TEST_0084,0.25272542
TEST_0085,0.2834264
TEST_0086,0.2347449
TEST_0087,0.2754034
TEST_0088,0.44357497
TEST_0089,0.27240252
TEST_0090,0.5215915
TEST_0091,0.26727295
TEST_0092,0.2707548
TEST_0093,0.29676175
TEST_0094,0.38405845
TEST_0095,0.3145213
TEST_0096,0.2632704
TEST_0097,0.23101406
TEST_0098,0.26265913
TEST_0099,0.2875153
TEST_0100,0.27575058
TEST_0101,0.21748212
TEST_0102,0.26642126
TEST_0103,0.26084274
TEST_0104,0.22897024
TEST_0105,0.294494
TEST_0106,0.34383994
TEST_0107,0.4204018
TEST_0108,0.24957347
TEST_0109,0.23103786
TEST_0110,0.2553452
TEST_0111,0.24900892
TEST_0112,0.2884175
TEST_0113,0.3502948
TEST_0114,0.27355337
TEST_0115,0.22740395
TEST_0116,0.29024053
TEST_0117,0.2151062
TEST_0118,0.28160974
TEST_0119,0.26278937
TEST_0120,0.30414742
TEST_0121,0.21828666
TEST_0122,0.3501161
TEST_0123,0.38628453
TEST_0124,0.25504977
TEST_0125,0.4666547
TEST_0126,0.28239912
TEST_0127,0.25407976
TEST_0128,0.25798267
TEST_0129,0.28205872
TEST_0130,0.23936701
TEST_0131,0.4405926
TEST_0132,0.30352882
TEST_0133,0.2634466
TEST_0134,0.26200137
TEST_0135,0.26059753
TEST_0136,0.2596763
TEST_0137,0.21489856
TEST_0138,0.2394048
TEST_0139,0.22177331
TEST_0140,0.22901836
TEST_0141,0.3075389
TEST_0142,0.36148047
TEST_0143,0.26565987
TEST_0144,0.24752307
TEST_0145,0.35633183
TEST_0146,0.2561722
TEST_0147,0.27982733
TEST_0148,0.24659844
TEST_0149,0.7133733
TEST_0150,0.95927256
TEST_0151,0.6968936
TEST_0152,0.23743992
TEST_0153,0.5460069
TEST_0154,0.84944075
TEST_0155,0.39048892
TEST_0156,0.2328809
TEST_0157,0.30519053
TEST_0158,0.27562422
TEST_0159,0.25198057
TEST_0160,0.2272145
TEST_0161,0.30467778
TEST_0162,0.22124441
TEST_0163,0.20771663
TEST_0164,0.20980458
TEST_0165,0.23772497
TEST_0166,0.29676002
TEST_0167,0.22708082
TEST_0168,0.23507614
TEST_0169,0.30277246
TEST_0170,0.27781028
TEST_0171,0.37369767
TEST_0172,0.7634169
TEST_0173,0.22471109
TEST_0174,0.679296
TEST_0175,0.21442139
TEST_0176,0.216101
TEST_0177,0.21259956
TEST_0178,0.25535175
TEST_0179,0.27867848
TEST_0180,0.29418993
TEST_0181,0.27539784
TEST_0182,0.29317552
TEST_0183,0.29753202
TEST_0184,0.265601
TEST_0185,0.27725545
TEST_0186,0.22338493
TEST_0187,0.24615327
TEST_0188,0.25629932
TEST_0189,0.24722143
TEST_0190,0.26573327
TEST_0191,0.2589355
TEST_0192,0.3205998
TEST_0193,0.26032382
TEST_0194,0.28824297
TEST_0195,0.2448968
TEST_0196,0.23312375
TEST_0197,0.25157246
TEST_0198,0.2567914
TEST_0199,0.28268152
TEST_0200,0.20150128
TEST_0201,0.27183568
TEST_0202,0.29146552
TEST_0203,0.26820904
TEST_0204,0.29772145
TEST_0205,0.26936
TEST_0206,0.27962235
TEST_0207,0.23312561
TEST_0208,0.23249233
TEST_0209,0.33531138
