ID,generated
TEST_0000,0.09242843
TEST_0001,0.10736987
TEST_0002,0.0946398
TEST_0003,0.1483225
TEST_0004,0.1174287
TEST_0005,0.12873915
TEST_0006,0.09804
TEST_0007,0.26022243
TEST_0008,0.15555325
TEST_0009,0.09674263
TEST_0010,0.12127082
TEST_0011,0.090694815
TEST_0012,0.09819728
TEST_0013,0.12652543
TEST_0014,0.09695947
TEST_0015,0.08164886
TEST_0016,0.0922572
TEST_0017,0.15068
TEST_0018,0.11468978
TEST_0019,0.10819672
TEST_0020,0.08124095
TEST_0021,0.112758994
TEST_0022,0.10133092
TEST_0023,0.09613111
TEST_0024,0.08956285
TEST_0025,0.08819097
TEST_0026,0.30200434
TEST_0027,0.15643877
TEST_0028,0.09670995
TEST_0029,0.10012863
TEST_0030,0.10149184
TEST_0031,0.1705627
TEST_0032,0.21225707
TEST_0033,0.095842026
TEST_0034,0.0899925
TEST_0035,0.089390464
TEST_0036,0.09757125
TEST_0037,0.11016132
TEST_0038,0.28479338
TEST_0039,0.09234341
TEST_0040,0.12255052
TEST_0041,0.11006831
TEST_0042,0.10800378
TEST_0043,0.15436926
TEST_0044,0.106725365
TEST_0045,0.085906684
TEST_0046,0.14918874
TEST_0047,0.20945269
TEST_0048,0.111255385
TEST_0049,0.49690783
TEST_0050,0.097838625
TEST_0051,0.7119447
TEST_0052,0.08472046
TEST_0053,0.863914
TEST_0054,0.088627055
TEST_0055,0.09516528
TEST_0056,0.42974287
TEST_0057,0.13928461
TEST_0058,0.112810895
TEST_0059,0.089652695
TEST_0060,0.09038444
TEST_0061,0.11297257
TEST_0062,0.10067059
TEST_0063,0.09814599
TEST_0064,0.089735076
TEST_0065,0.1107457
TEST_0066,0.0880422
TEST_0067,0.08391386
TEST_0068,0.10756573
TEST_0069,0.0987218
TEST_0070,0.09389382
TEST_0071,0.09647097
TEST_0072,0.08654647
TEST_0073,0.09886664
TEST_0074,0.090185
TEST_0075,0.095893644
TEST_0076,0.09193855
TEST_0077,0.09810064
TEST_0078,0.10996094
TEST_0079,0.11591955
TEST_0080,0.0978066
TEST_0081,0.09054316
TEST_0082,0.11474155
TEST_0083,0.08887487
TEST_0084,0.09898791
TEST_0085,0.11601597
TEST_0086,0.09237647
TEST_0087,0.15305147
TEST_0088,0.4200966
TEST_0089,0.10278841
TEST_0090,0.61440694
TEST_0091,0.13786075
TEST_0092,0.15309854
TEST_0093,0.1837559
TEST_0094,0.28521332
TEST_0095,0.10954805
TEST_0096,0.0991357
TEST_0097,0.07739383
TEST_0098,0.092101544
TEST_0099,0.098371536
TEST_0100,0.1590581
TEST_0101,0.07808299
TEST_0102,0.091045275
TEST_0103,0.092199355
TEST_0104,0.088828996
TEST_0105,0.109424815
TEST_0106,0.39708892
TEST_0107,0.40132934
TEST_0108,0.1028215
TEST_0109,0.08368093
TEST_0110,0.09557257
TEST_0111,0.09046239
TEST_0112,0.09776933
TEST_0113,0.15820722
TEST_0114,0.11762008
TEST_0115,0.085695006
TEST_0116,0.12093705
TEST_0117,0.08637744
TEST_0118,0.10565457
TEST_0119,0.09378323
TEST_0120,0.113259524
TEST_0121,0.08233695
TEST_0122,0.15916261
TEST_0123,0.2942407
TEST_0124,0.09174589
TEST_0125,0.30630913
TEST_0126,0.11531393
TEST_0127,0.094308265
TEST_0128,0.12219395
TEST_0129,0.11522183
TEST_0130,0.08645162
TEST_0131,0.33441383
TEST_0132,0.11257599
TEST_0133,0.091918126
TEST_0134,0.106281355
TEST_0135,0.09519148
TEST_0136,0.092727676
TEST_0137,0.08037896
TEST_0138,0.093001224
TEST_0139,0.08694439
TEST_0140,0.08637306
