ID,generated
TEST_0000,-1.5351349
TEST_0001,-1.3916786
TEST_0002,-1.5208762
TEST_0003,-1.2846501
TEST_0004,-1.3366531
TEST_0005,-1.262024
TEST_0006,-1.4762939
TEST_0007,-0.89223796
TEST_0008,-1.2715918
TEST_0009,-1.512215
TEST_0010,-1.3627824
TEST_0011,-1.529742
TEST_0012,-1.4589672
TEST_0013,-1.4452018
TEST_0014,-1.5372394
TEST_0015,-1.6225593
TEST_0016,-1.4952797
TEST_0017,-1.1403911
TEST_0018,-1.3409182
TEST_0019,-1.4375032
TEST_0020,-1.6180061
TEST_0021,-1.43009
TEST_0022,-1.4408834
TEST_0023,-1.4666132
TEST_0024,-1.5531273
TEST_0025,-1.5431535
TEST_0026,-0.9690527
TEST_0027,-1.221535
TEST_0028,-1.4848958
TEST_0029,-1.4874297
TEST_0030,-1.4322248
TEST_0031,-1.1538904
TEST_0032,-0.9220556
TEST_0033,-1.5191139
TEST_0034,-1.5517979
TEST_0035,-1.560714
TEST_0036,-1.526799
TEST_0037,-1.4007715
TEST_0038,-0.9205114
TEST_0039,-1.5384743
TEST_0040,-1.2963909
TEST_0041,-1.4425719
TEST_0042,-1.4755403
TEST_0043,-1.3044211
TEST_0044,-1.4019349
TEST_0045,-1.5659785
TEST_0046,-1.2653029
TEST_0047,-0.9932987
TEST_0048,-1.268597
TEST_0049,-0.42754006
TEST_0050,-1.4781494
TEST_0051,0.09035312
TEST_0052,-1.6001097
TEST_0053,0.66040504
TEST_0054,-1.5722412
TEST_0055,-1.5290353
TEST_0056,-0.7219377
TEST_0057,-1.2951324
TEST_0058,-1.3220423
TEST_0059,-1.5536876
TEST_0060,-1.5619929
TEST_0061,-1.3424108
TEST_0062,-1.4570622
TEST_0063,-1.4953076
TEST_0064,-1.5478371
TEST_0065,-1.3933811
TEST_0066,-1.5452652
TEST_0067,-1.5913624
TEST_0068,-1.4104725
TEST_0069,-1.4758086
TEST_0070,-1.4873627
TEST_0071,-1.4877825
TEST_0072,-1.5963005
TEST_0073,-1.4516547
TEST_0074,-1.5539062
TEST_0075,-1.5286138
TEST_0076,-1.5065911
TEST_0077,-1.4571291
TEST_0078,-1.4249512
TEST_0079,-1.3931582
TEST_0080,-1.5056467
TEST_0081,-1.5337175
TEST_0082,-1.3588133
TEST_0083,-1.5493408
TEST_0084,-1.4409908
TEST_0085,-1.3516111
TEST_0086,-1.5173919
TEST_0087,-1.0984924
TEST_0088,-0.5585882
TEST_0089,-1.4879057
TEST_0090,0.33444336
TEST_0091,-1.4373507
TEST_0092,-1.3949264
TEST_0093,-1.245105
TEST_0094,-0.88922995
TEST_0095,-1.2500044
TEST_0096,-1.4770985
TEST_0097,-1.641537
TEST_0098,-1.5169485
TEST_0099,-1.4226148
TEST_0100,-1.3573042
TEST_0101,-1.6439412
TEST_0102,-1.5104691
TEST_0103,-1.5332669
TEST_0104,-1.5625169
TEST_0105,-1.3724873
TEST_0106,-0.71396434
TEST_0107,-0.4202044
TEST_0108,-1.4844445
